,text,sentiment
161,"@Kokosmelck Yes last month kena omicron itu sakit kepalanya beneran ga enak, badan kyk dilindes buldozer plus sampe skrg kdg msh berasa otot badan  lemes",-20
162,@Laksmee_129 @Cupidlucky2 haishhhh...mosok sh? mesti ra ng indo nk iseh onok omicron 😁,-6
163,@the_omicron @Adriandhy Dipotong dulu gitu jari tengah nya?,-6
164,@tanyakanrl Kena covid udh gue 2 kali sekalian ama omicron juga🙂😭,-3
165,@the_omicron @Adriandhy Kalo bos minta surat keterangan dari dokter gmn?,5
166,"@dutaSherliana ,saat ini kita tetap harus waspada dan berhati-hati terhadap munculnya varian omicron",9
167,"@dutaSherliana ,Menunjukkan virus Corona varian omicron lebih menular dari pada varian Delta",-2
168,@tanyakanrl kopit pernah deh kekny pas omicron😞💔ga tes tapi,3
169,"@jumintenkoplak Bersyukurlah kena covid saat sudah divaksin dan covidnya omicron, jadi cuma terganggu sedikit jadwal kegiatanmu. Bayangkan kalau kena delta saat belum divaksin seperti tahun2 lalu.
Semoga segera negatif, Mbak.",-2
170,"@the_omicron Kak Dida, kami membutuhkan nomor HP alternatif untuk mempermudah petugas kami menghubungi Kakak jika ponsel utama tidak dapat dihubungi. Kami tunggu konfirmasinya melalui DM ya.
 -Wanda",-7
171,"@the_omicron Hai, Kak Dida. Apabila tidak ada perubahan, laporan lebih lanjut berkenan informasikan terlebih dahulu nomor alternatif selain nomor ponsel berakhiran 03 ya. Terima kasih. -Muti",2
172,"@the_omicron Kak Dida, maaf atas keterlambatan responnya, apakah saat ini jaringannya sudah kembali stabil dilokasi Kak?. Terima Kasih-Yurai",13
173,"@azfar_yusof @gedebek @SyedAkramin Hakikatnya ..... wabak tgh macam2 .....omicron b4 , b5 , hfmd , influenza A , monkey pox etc ..... ada kes ye kena bisul satu badan kt msia ni .....sblum monkeypox ada lagi ....

Tapi event berlambak2 , sistem ventilasi tiada upgrade dan lrt DIBIAR begini .... sains apa mcmni ? https://t.co/bmNfkB06hQ",-6
174,@nctzenbase gua gak belajar.. gegara mantengin youtube short selama omicron gak tahu tiba2 udah kenal aja semua member nct. padahal gak ada niatan jadi nctzen😂😂😂,-9
175,"@the_omicron Siap, Kak Dida sama-sama, silakan dicoba kembali pada koneksinya dan ditunggu kabar baiknya. -Sya",10
176,"@the_omicron Sudah, Kak Dida. Silakan dicoba koneksikan kembali secara berkala ya, ditunggu kabar baiknya. -Brodi",10
177,"@the_omicron Kak Dida, sudah Wepi bantu refresh jaringannya dari sistem. Silakan akses kembali layanan IndiHome-nya Kak.  -Wepi",10
178,"@the_omicron Hai, Kak Dida. Amik cek koneksi di nomor layanan **55 saat ini terpantau kurang stabil. Untuk menstabilkan kembali jaringan internetnya apakah berkenan dibantu refresh dari sistem? Nantinya koneksinya akan mati sejenak. -Amik",23
179,Bang @the_omicron sweetnya ga ketemu ya?,-1
180,@the_omicron Gw jg lg ngangkut ini. Wkwkw,0
181,@the_omicron biasa afiliator da.. hahaha,0
182,"@wetnessbae Covid kena omicron kena
Paling parah omicron dah kek mau mati",-7
183,"Alhamdullilah dah negatif..and insyallah besok kerja lagi... Tp bener... Efek long term after omicron Masih sangat terasa, pusing,cepat berkeringat,nafas Masih suka sesak, mual, mudah mudahan ini hanya sugesti gue aja.. tp kayaknya ia deh..",5
184,"@collegemenfess Tidak, cuma bikin target sempro sama sidang, kalau ga salah sempro nya tepat waktu, tp sidangnya telat 2 bln grgr drama cvd omicron lab jd ngga nerima kunjungan😡🥲",6
185,drama ice cream anjing ini tuh dah lama banget dr jaman omicron. trs baru kesampaian skrg. gua makan sendirian yg liatin radit madi remon sambil heboh https://t.co/8HyoN8sdRP,-5
186,"@pamiipams @KemenkesRI 😀 semangaat ya cepat sehat

Pas omicron kmrn pengalaman anak2 pakai link ini minta obatnya..",6
187,@darimasalalu_ Daripada omicron mending om Imron aja wkwkwk,7
188,"@BabychknBy Iya temen yang lain pada ngerasa akhir ini, kek omicron 😂",-2
189,"Sampurasun Wargi!

Subvarian Omicron BA.4 dan BA.5 yang merebak belum selesai, pada saat ini muncul lagi subvarian Omicron BA4.6 yang berpotensi memicu lebih besarnya penularan.

#omicronba46 #ba46 #covid19 #PHBS #Prokes3M #vaksin #booster #satgascovid19 #satgasperubahanperilaku https://t.co/M3fKLrWhop",3
190,"[UPDATE] Covid-19 di Indonesia per 13 Agustus 2022, Kasus Positif Meningkat 5.104 dalam Sehari!

https://t.co/QazN7SwTPn 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
191,"@BlackShineee_ @amanruang1 Lah ga tau we hahah, pas pertama kli kena itu wktu 10hari sebelum lebaran 2021 (alpha), sebulan setelahnya kena kena (delta), februari 2022 (omicron) haha",-2
192,Alhamdulillah telah selesai menempuh sekolah S2 covid (sbnernya kejadiannya udh sjk sepulang dr lombok lalu). Recovery nya cepet bgt sekitar 5 harian. Ooo ternyata begini omicron😷🤐 fokusnya beda sm wktu kena delta kmrn,13
193,"Ada kecenderungan penyebaran virus corona atau covid-19 dibeberapa daerah terjadi peningkatan, vaksin merupakan salah satu upaya pencegahan, bagi yang belum vaksin silahkan datangi gerai vaksin terdekat

#covid19 #omicron #covid_19 #corona #vaksin https://t.co/GT1AKa0L7f",-1
194,"Antisipasi varian baru baru omicron
NKRI Tumbuh Kuat 🇮🇩🇮🇩🇮🇩 https://t.co/goc6nqHcpU",6
195,I think sekarang ni covid dah varian lain. Lagi teruk dr omicron. My friend kena covid and dia ckp dia kena teruk. Her sister dah habis quarantine last week tapi batuk masih teruk sgt mcm nk terkeluar dada. Doc suruh kakak dia buat check up her lung. Sbb suspect infection.,-15
196,"i feel like wanna die, lebay bgt yaa😔 TAPI EMANG SESUSAH ITU BUAT NAFAS WOI😭😩 i hate omicron sm‼️ https://t.co/0LaHcNACTr",-14
197,@the_omicron Bang belum ketemu ya 🙏,1
198,lsu — alpha omicron pi https://t.co/JhoIfFiADy,0
199,@ronaldsayson5 hayup omicron ata to be,0
200,setelah kena omicron tuh gue gampang batuk daaaaaah,-3
201,@Luv_markten 'kena omicron' 😭,-3
202,"@CatherinasLam @pja_chan Mine, ajak daftar masa pkp ritu utk dpt covid claim. Reg free sbb dia additional. Lps 1 yr reg, kena covid kali ke 2 ni, dah pulak omicron je boleh claim. Sape je swab kt klinik/ hosp skrg? Dah sah2 self test detected. Masa 1st kena covid tk claim sbb takda lg claim tu. Sedih",-34
203,"Hari ketiga setelah ketauan positif terkena Covid-19, telinga bagian kanan ada rasa nyeri² yg kadang² muncul. Sempat googling, tenyata sakit di telinga juga merupakan efek yg diakibatkan oleh varian omicron 😒",-8
204,"[UPDATE] Covid-19 di Indonesia per 12 Agustus 2022, Kasus Positif Meningkat 6.091 dalam Sehari!

https://t.co/CBzzjmGGGY 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
205,"Tenggorokan gatal
Badan lesu
Sakit kepala
 jangan sampe omicron jilid 2
Sehattt",-20
206,"@CNNIndonesia Cuci tangan adalah jalan ninjaku,karena ada yg lebih membahayakan hidup d banding omicron",-1
207,@mrs_enci Antibodi Covid varian mana dulu? Yg kena delta kena lagi omicron. Yg sdh booster masih kena juga dan sempat dirawat juga.,-5
208,"Kali ini muncul varian virus Covid-19 yang dinamakan dengan Centaurus atau Varian Omicron BA2.75 yang sudah mulai tersebar di Indonesia
Baca artikel selengkapnya hanya di https://t.co/jHSXxbMg2U

#insidemedia #covid_19 #omicron #centaurus #healthylifestyle
https://t.co/oXKjQ2r7mA",3
209,"dari semua varian, keserang juga ama si omicron ini",-3
210,@drpriono1 @kemenkomarves Bgm dengan varian omicron centaurus dan BA.6? Mampukah vaksin yg ada menahan gempuran varian tersebut?,-4
211,"Yg kemarin sempet ngata2in pas gue kena covid omicron bulan februari lalu, akhirnya kena covid juga WKWKWK

Bilangnya ""Oh bisa kena covid juga ya? kirain udah yg paling higyenis dan booster terdepan..""

gue bodo amat tapi masih kesel kalau inget 🤨",-13
212,"Netizen yang kemarin-kemarin  glorifikasi dinyatakan kena covid varian halu delta dan omicron, kok sekarang belum pada update status terbaru terpapar monyet pox 🤣",0
213,guru bahkan murid gue lg banyak yg kena covid. dan gejalanya sama kayak omicron kmrn. gajauh beda sama gejala batuk pilek.,-6
214,"Breaking news.
Pemimpin tertinggi Korea Utara,Kim Jong un di kabarkan positif Covid-19,adik perempuan Kim Jong un menyatakan bahwa kakaknya tersebut, sempat mengalami demam tinggi dan di sebut-sebut positif Covid-19 varian omicron.namun masih di pertanyakan oleh media Korsel.",17
215,"[UPDATE] Covid-19 di Indonesia per 11 Agustus 2022, Kasus Positif Meningkat 5.532 dalam Sehari!

https://t.co/rkAlC4n4fb 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
216,barusan abis swab trus kakak petugasnya nanya “sblmnya udah pernah kena belom ka?” “Prnah” “delta apa omicron kak?” “Delta” “ooo kalo delta insyaallah gaakan covid lagi ka soalnya virusnya kuat yg kmrn” wgwgwg buset ilmu drmn tuh TP ya Aamiiiin ya kak 🥲🥲🥲🥲🥲🥲,5
217,"@the_omicron Sip bang, makasih ya 🙏🙏🙏🙏🙏😁",4
218,"@Wakhidnurrokhim Gw udah booster 2x kena covid delta, habis booster pfizer kena lagi omicron 😂🤣",-3
219,"@astsalisa Aku seng tau sakit kae neg IGD jga, dikon swab ga gelem Wkwk. Jaman omicron rame""ne seng kyok radang kae. 
He awakmu saiki radang kan yo, mangkane antigen e isok positif ngono hmm",-8
220,"@kurawa Aku alumni omicron maret kmrn om. Alergi paracetamol, jadi hanya multivitamin aja. Selebihnya dinikmati. Alhamdulillah ga pake sesak. Anosmia lembut bgt ga lama.",0
221,"@kurawa Bang, syukur kena yg omicron, kalau mau rasain sensasi nya sih harusnya yg delta dl 🤣🤣. Sehat selalu bang",2
222,"Di tutupnya kota wisata Sanya akibat dampak dari peningkatan jumlah kasus baru Covid-19 varian omicron, menjadi pukulan keras bagi pariwisata china.sebelumnya China juga sempat menutup wilayah khusus Macau China yang juga merupakan destinasi wisata utama di China tersebut.",-8
223,"KBRI Beijing pastikan tidak ada satupun warga negara Indonesia yang melakukan liburan ke pulau Hainan China, yang pada Minggu lalu hingga saat ini, masih di lockdown ketat setelah adanya peningkatan jumlah kasus baru Covid-19 varian omicron di kota terbesar di pulau wisata itu.",6
224,@ghsndya Demam + arthralgia 2 hari pdhl alumni covid omicron 🤣,0
225,@AccidentalSutep Vanya omicron.,0
226,"@sebarberitacov ,saat ini kita tetap harus waspada dan berhati-hati terhadap munculnya varian omicron",9
227,"@sebarberitacov ,Hasil penelitian menunjukkan bahwa korona varian omicron lebih  menular daripada Delta",0
228,@sebarberitacov Menunjukkan virus Corona varian omicron lebih menular dari pada varian Delta,-2
229,"@zarazettirazr @DrEliDavid Bini aku udah booster ke 3, eh positif omicron dg gejala berat. Jd bagaimana nih smntara yg ga booster ga boleh naik plane or train ?",4
230,"@the_omicron Hahahaha... Duh sorry ya bang 😁, but gue suka banget ceritanya seriously 🙏 ini email gue youngmade2019@gmail japri ya bang",9
231,@ChewyShiba Aamiin.. thanks ja.. Gak tau jg gw.. gk disebutin di hasilnya.. haha.. kemungkinan omicron soalnya yg sakit duluan bokap terus nyokap terus kk gw sama gw..,11
232,masa omicron anjg,-5
233,@the_omicron bang boleh minta link pembelian cerita sweet tahun 2009 ? Versi PDF gapapa. Saya pengen baca lagi.,13
234,@the_omicron Bang mau beli novel yg sweet masih ada ga?,7
235,"Gaspol, Binda Lampung Komitmen Gelar Vaksinasi di Lampung Selatan
https://t.co/nPQSkaiV09

#beritakitacoid #sobatkita #Lampung #Lampungselatan #Lamsel #Indonesia #Kesehatan #Vaksin #Booster #IndonesiaSehatIndonesiaHebat
#Jagakesehatan #ayovaksin #prokes #info #omicron #covid https://t.co/PlHxUHGr1S",8
236,"@orryzaae @vauzini @refalhady Radang omicron sama radang biasa itu beda, udah pernah ngrasain soalnya. Sakit bgt yg radang omicron",-18
237,"@ohtaegyeong Aku kena dua kali dan salah satunya omicron meski waktu itu udh vaksin :""D
Yes berjemur bikin dada rasanya enak bgt kalau sesek! Cepet sembuh ya Yi!!",12
238,"[UPDATE] Covid-19 di Indonesia per 10 Agustus 2022, Kasus Positif Meningkat 5.926 dalam Sehari!

 https://t.co/B49P6Cd1yA 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
239,"@refalhady Waktu covid jenis omicron rame tuh aku pernah kena sekeluarga, kita semua isoman tuh. Terus aku dijemput ke rumah sodaraku, disana nggak boleh ada isoman dan nggak boleh pake masker. makan, ngobrol ngumpul sama yg sehat. Percaya gak dlm 1 hari lgsg sehat semua",16
240,"@curiositinne @vierda klo boleh memilih, tdk mau vaccine.. tp smua krn aturan bkn krn sehat, sy sdh vaccine 2x positif omicron, 2minggu stlh positif vaccine ke 3, sy hnya ikhtiar.",9
241,"Yg bilang omicron ""cuma"" kayak flu biasa sini ta' hah...😷",-9
242,omicron fakyu☺👎🏻,0
243,"@IndonesiaSehatt Tak perlu panik dengan adanya varian omicron, tetap Waspada dan tetap disiplin protokol kesehatan",5
244,"@sugarysunshinel My tips,buat air lemon + madu astu minum and then buat air rebusan cengkih astu hidu( if deria rasa kau hilang) kalau deria rasa hilang then kau covid tapi kalau tak then kau omicron je. Omicron spreads faster than covid. Pastikan makan ubat jangan skip and always with air masak.",3
245,@refalhady Iya musim sakit omicron tapi boongan gitu. Gejalanya sama tapi flu biasa,-8
246,Siapa yg udah vaksin lalu diare.. Karna kena gejala covid19.. Yg omicron. Diare sampai 3 hari..  Gue klo mencret satu hari.. Gegara makan bumbu lengkap atau karna kondangan. Itu sehari semalam ja msk rumah sakit.. Hmm harap klo lagi diare dirumah ja.. Kasihan klo menulari yg lain https://t.co/50WtVmCHrO,-14
247,@MiKnightRider Antim release vele scenario phar vait hota omicron thevach aala actually baki mahesh manjrekar ne mass remake kela,0
248,"Gubernur provinsi Hainan China meminta ribuan warganya untuk tidak keluar rumah, kecuali untuk keperluan yang sangat mendesak,biro kesehatan China melaporkan adanya lonjakan jumlah kasus baru Covid-19 varian omicron di Pulau Hainan China,ada 14.000 kasus baru Covid-19.",14
249,"pas kena omicron pun kakak masih doyan makan. Aneh banget.

Aku cuma bisa nge-distract diri sendiri sambil main game pas stand by kalo kakak butuh apa - apa

But deep down, I'm sad. Liat kakak sakit, Mama stres, Papa khawatir, dan aku gabisa ngapa - ngapain.",-3
250,"[UPDATE] Covid-19 di Indonesia per 9 Agustus 2022, Kasus Positif Meningkat 6.276 dalam Sehari!

https://t.co/r3eDcMDVdy 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
251,"@bdngfess Sarua saya ge keur batuk, ai pilek mah teu pati, ngan asa rada nyoco ai batuk na geus pernah beunang omicron teh.😂",-2
252,"Pantesan rasanya sama kayak omicron dulu, ternyata lah emang sama wkwkwk, lumayannnn gaji buta🤣 gws for me!!",3
253,"#who #covid #omicron

Fakta Gejala Omicron BA.4.6: Tenggorokan Rasanya Terbakar

https://t.co/oAD5PZdlKd https://t.co/mN0yxzQ39b",-2
254,Wow aku omicron 🥲🥲,0
255,@virusketik vaksinasi Booster Cegah varian omicron,3
256,"Ini semua semenjak dulu kayaknya sempet kena omicron. Tiap kena hawa dingin batuk kering, bener2 harus sedia permen pedes lembaran tu. Sakitnya dah kapannn, efeknya sampe skrg",-15
257,"Pemerintah terus menghimbau masyarakat untuk meningkatkan kesiagaan di tengah kasus yang terus meningkat. Sub Varian omicron BA.4 dan BA.5 mendominasi hingga 81% covid-19 di Indonesia saat ini. 
Masyarakat diminta segera vaksin booster. 
#WajibBoosterPatuhProkes
Kita Bangsa Juara https://t.co/pXYItrgEC4",5
258,Ga kaget kalo omicron 🙂,-3
259,"mau gak percaya tapi kena omicron .

udah 3 kali kena Corona semua varian lagi",-7
260,@LilRexyUwU Happy omicron persei 8!,4
261,"drop sekali 2 mingguan ini karena sakit kaya balik lagi pas kena omicron

lalu kepikiran harusnya klo pas sehat bisa melakukan ini dan itu rasanya pengen produktif terus

dr semua itu badan sehat itu nikmat yg sering disepelekan, kembali lagi diingatkan belajar ikhlas dan syukur",29
262,"Setelah 2 tahun lebih kami sekeluarga dilindungi dr alpha, beta, delta, omicron, deltacron bagai.. kalini terpaksa ""join the club""...
Bukan lg ""limited edition"" 🥲 baru dapat berita kakak kedua pula positif. Serentak kena. Mak risau sangat dah tu.

Redha..semoga ada hikmahnya.. https://t.co/4Rr0LPuWws",7
263,@sebarberitacov Menunjukkan virus Corona varian omicron lebih menular dari pada varian Delta,-2
264,"Apa iya kemaren itu omicron? Pantes 2 hari kagak selera makan, 5 hari penciuman gue samar2 kek bayangan masa depan 😂",0
265,"@ridwankamil Aura Kasih Hiu syukron omicron
what the fish ada alon2
🥑🐉",2
266,"@babybreaths__ Gx sih, w kena varian omicron renyah bgt tuh badan.",-4
267,omicron eh yg sakit badan? dia rasa macam nak kena telan dengan vecna 🥹,-16
268,@shandygasella @wayanlovely Buahahahhhaha makanya orang2 pada heran kemarin gue sekalinya dapat omicron kenapa 13 hari 🤣🤣🤣🫣🫣🫣,3
269,@cici_rayan Alasane omicron ga sebahaya delta 😅😅,5
270,"@StopPlandemit Udah tauk omicron tdk ganas, biar saja terinfeksi alamiah , bonusnya imun alami tokcer dari pada fuckskin.",13
271,"ni covid dari alpha,beta, delta-omicron.... jol centaurus tar lama"" ada covid cyclops, hydra, faun, griffon, dragon",-3
272,"Dia juga menambahkan, sub-varian omicron BA.5 yang mendominasi beberapa negara dunia saat ini sangat lihai untuk menghindari sebagian antibodi pelindung dari vaksin. Namun itu bukan berarti menjadi alasan tidak mendapatkan vaksin.
IKN Kemajuan Indonesia",9
273,"Dia juga menambahkan, sub-varian omicron BA.5 yang mendominasi beberapa negara dunia saat ini sangat lihai untuk menghindari sebagian antibodi pelindung dari vaksin. Namun itu bukan berarti menjadi alasan tidak mendapatkan vaksin.
IKN Kemajuan Indonesia",9
274,"semoga ini flu biasa
jangan positif omicron 😭😭😭😭😭😭",2
275,"Tetap waspada dan berhati-hatilah!!

Setelah omicron, akan ada varian baru yg disebut SINETRON. ini varian paling berbahaya, krn terus bersambung tak pernah tamat😂 https://t.co/tGdt5va6Jq",-1
276,"@okyanggriawan_ @tanyakanrl 2022 pas jaman omicron, tenggorokan sakit, badan panas tapi gw diem aj dirumah, periksa ke rs auto di karantina wkwk",-3
277,"Vaksin Covid-19 versi terbaru ciptakan antibodi kuat lawan omicron
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/PVWQnRIDT6",7
